Date.Time,Year,Month,Day,Time,Temperature.in.Celsius,Dew.Point.Temperature.in.Celsius,Relative Humidity.in.Percent,Humidex.in.Celsius,Hour
2016/11/28 0:00,2016,11,28,0:00,4.8,3.4,91,NA,0
2016/11/28 1:00,2016,11,28,1:00,4.3,3.3,93,NA,1
2016/11/28 2:00,2016,11,28,2:00,3.5,2.8,96,NA,2
2016/11/28 3:00,2016,11,28,3:00,4.6,4,96,NA,3
2016/11/28 4:00,2016,11,28,4:00,5,4.2,95,NA,4
2016/11/28 5:00,2016,11,28,5:00,4.9,4.1,95,NA,5
2016/11/28 6:00,2016,11,28,6:00,4.9,3.8,93,NA,6
2016/11/28 7:00,2016,11,28,7:00,4.9,4,94,NA,7
2016/11/28 8:00,2016,11,28,8:00,5.5,4.4,93,NA,8
2016/11/28 9:00,2016,11,28,9:00,5.9,4.3,89,NA,9
2016/11/28 10:00,2016,11,28,10:00,7.7,5.7,87,NA,10
2016/11/28 11:00,2016,11,28,11:00,7,4.7,85,NA,11
2016/11/28 12:00,2016,11,28,12:00,7.6,5,84,NA,12
2016/11/28 13:00,2016,11,28,13:00,7.5,4.5,82,NA,13
2016/11/28 14:00,2016,11,28,14:00,7.6,4.8,83,NA,14
2016/11/28 15:00,2016,11,28,15:00,7.5,4.6,82,NA,15
2016/11/28 16:00,2016,11,28,16:00,7.3,4.5,82,NA,16
2016/11/28 17:00,2016,11,28,17:00,7,4.7,86,NA,17
2016/11/28 18:00,2016,11,28,18:00,7.2,5.1,87,NA,18
2016/11/28 19:00,2016,11,28,19:00,6.9,4.9,87,NA,19
2016/11/28 20:00,2016,11,28,20:00,6.9,5.5,91,NA,20
2016/11/28 21:00,2016,11,28,21:00,6.7,4.3,85,NA,21
2016/11/28 22:00,2016,11,28,22:00,6.6,4.5,87,NA,22
2016/11/28 23:00,2016,11,28,23:00,6.6,4.8,88,NA,23
2016/11/29 0:00,2016,11,29,0:00,6.6,4.8,88,NA,0
2016/11/29 1:00,2016,11,29,1:00,6.5,4.1,84,NA,1
2016/11/29 2:00,2016,11,29,2:00,6,4,87,NA,2
2016/11/29 3:00,2016,11,29,3:00,6.3,4.8,90,NA,3
2016/11/29 4:00,2016,11,29,4:00,6.5,5.1,91,NA,4
2016/11/29 5:00,2016,11,29,5:00,6.5,4.7,88,NA,5
2016/11/29 6:00,2016,11,29,6:00,6.1,3.9,86,NA,6
2016/11/29 7:00,2016,11,29,7:00,6.8,4.9,88,NA,7
2016/11/29 8:00,2016,11,29,8:00,6.8,4.8,87,NA,8
2016/11/29 9:00,2016,11,29,9:00,6.9,4.9,87,NA,9
2016/11/29 10:00,2016,11,29,10:00,7.2,5.1,87,NA,10
2016/11/29 11:00,2016,11,29,11:00,7,5.2,88,NA,11
2016/11/29 12:00,2016,11,29,12:00,7.2,5.7,90,NA,12
2016/11/29 13:00,2016,11,29,13:00,7.2,5.9,92,NA,13
2016/11/29 14:00,2016,11,29,14:00,7.5,6.1,91,NA,14
2016/11/29 15:00,2016,11,29,15:00,7.4,6,91,NA,15
2016/11/29 16:00,2016,11,29,16:00,7.6,6.1,91,NA,16
2016/11/29 17:00,2016,11,29,17:00,7.6,5.9,89,NA,17
2016/11/29 18:00,2016,11,29,18:00,7.7,6.1,90,NA,18
2016/11/29 19:00,2016,11,29,19:00,7.9,6.2,89,NA,19
2016/11/29 20:00,2016,11,29,20:00,7.8,5.9,88,NA,20
2016/11/29 21:00,2016,11,29,21:00,7.8,5.8,87,NA,21
2016/11/29 22:00,2016,11,29,22:00,8.1,5.4,83,NA,22
2016/11/29 23:00,2016,11,29,23:00,7.9,5.5,85,NA,23
2016/11/30 0:00,2016,11,30,0:00,8.1,5.8,85,NA,0
2016/11/30 1:00,2016,11,30,1:00,7.7,6.1,89,NA,1
2016/11/30 2:00,2016,11,30,2:00,7.4,5.7,89,NA,2
2016/11/30 3:00,2016,11,30,3:00,7,5.7,92,NA,3
2016/11/30 4:00,2016,11,30,4:00,7.1,5.7,91,NA,4
2016/11/30 5:00,2016,11,30,5:00,7.4,5.7,89,NA,5
2016/11/30 6:00,2016,11,30,6:00,7.4,6.1,92,NA,6
2016/11/30 7:00,2016,11,30,7:00,7.5,6.4,93,NA,7
2016/11/30 8:00,2016,11,30,8:00,7.6,6.5,93,NA,8
2016/11/30 9:00,2016,11,30,9:00,7.6,6.5,93,NA,9
2016/11/30 10:00,2016,11,30,10:00,7.4,6.1,91,NA,10
2016/11/30 11:00,2016,11,30,11:00,7.5,5.4,87,NA,11
2016/11/30 12:00,2016,11,30,12:00,7.8,5.2,84,NA,12
2016/11/30 13:00,2016,11,30,13:00,7.4,6,91,NA,13
2016/11/30 14:00,2016,11,30,14:00,8.1,5.5,84,NA,14
2016/11/30 15:00,2016,11,30,15:00,8,5.6,85,NA,15
2016/11/30 16:00,2016,11,30,16:00,8,5.5,84,NA,16
2016/11/30 17:00,2016,11,30,17:00,8,5.1,82,NA,17
2016/11/30 18:00,2016,11,30,18:00,7.1,5.6,90,NA,18
2016/11/30 19:00,2016,11,30,19:00,6,4.7,91,NA,19
2016/11/30 20:00,2016,11,30,20:00,5.4,4.7,95,NA,20
2016/11/30 21:00,2016,11,30,21:00,5.1,4.5,96,NA,21
2016/11/30 22:00,2016,11,30,22:00,5.3,4.6,95,NA,22
2016/11/30 23:00,2016,11,30,23:00,4.4,3.6,94,NA,23
2016/12/1 0:00,2016,12,1,0:00,4.4,3.6,95,NA,0
2016/12/1 1:00,2016,12,1,1:00,4.2,3.2,93,NA,1
2016/12/1 2:00,2016,12,1,2:00,4.4,3.4,93,NA,2
2016/12/1 3:00,2016,12,1,3:00,4.1,3.5,96,NA,3
2016/12/1 4:00,2016,12,1,4:00,4,3.5,96,NA,4
2016/12/1 5:00,2016,12,1,5:00,3.4,2.8,96,NA,5
2016/12/1 6:00,2016,12,1,6:00,3.8,3.3,96,NA,6
2016/12/1 7:00,2016,12,1,7:00,4,3.6,97,NA,7
2016/12/1 8:00,2016,12,1,8:00,2.9,2.3,96,NA,8
2016/12/1 9:00,2016,12,1,9:00,5.9,4.4,90,NA,9
2016/12/1 10:00,2016,12,1,10:00,4.8,3.6,92,NA,10
2016/12/1 11:00,2016,12,1,11:00,5.6,4.4,92,NA,11
2016/12/1 12:00,2016,12,1,12:00,6.6,4.8,88,NA,12
2016/12/1 13:00,2016,12,1,13:00,7.4,5.2,86,NA,13
2016/12/1 14:00,2016,12,1,14:00,7.3,5.3,87,NA,14
2016/12/1 15:00,2016,12,1,15:00,7.1,5.5,90,NA,15
2016/12/1 16:00,2016,12,1,16:00,6.8,5.5,92,NA,16
2016/12/1 17:00,2016,12,1,17:00,6.3,4.6,89,NA,17
2016/12/1 18:00,2016,12,1,18:00,6.4,4.7,89,NA,18
2016/12/1 19:00,2016,12,1,19:00,6.7,4.7,87,NA,19
2016/12/1 20:00,2016,12,1,20:00,6.4,5.1,92,NA,20
2016/12/1 21:00,2016,12,1,21:00,6,5.1,94,NA,21
2016/12/1 22:00,2016,12,1,22:00,6.2,5.4,94,NA,22
2016/12/1 23:00,2016,12,1,23:00,5.9,5.2,95,NA,23
2016/12/2 0:00,2016,12,2,0:00,5.8,5.1,95,NA,0
2016/12/2 1:00,2016,12,2,1:00,5.4,4.9,97,NA,1
2016/12/2 2:00,2016,12,2,2:00,5.7,5.2,97,NA,2
2016/12/2 3:00,2016,12,2,3:00,5.8,5.4,97,NA,3
2016/12/2 4:00,2016,12,2,4:00,6,5.6,97,NA,4
2016/12/2 5:00,2016,12,2,5:00,5.9,5.3,96,NA,5
2016/12/2 6:00,2016,12,2,6:00,6.2,5.6,96,NA,6
2016/12/2 7:00,2016,12,2,7:00,5.9,5.2,95,NA,7
2016/12/2 8:00,2016,12,2,8:00,6.1,5.4,95,NA,8
2016/12/2 9:00,2016,12,2,9:00,6.9,6.2,96,NA,9
2016/12/2 10:00,2016,12,2,10:00,6.8,6.3,96,NA,10
2016/12/2 11:00,2016,12,2,11:00,7.3,6.7,96,NA,11
2016/12/2 12:00,2016,12,2,12:00,7.6,6.9,96,NA,12
2016/12/2 13:00,2016,12,2,13:00,7.7,7.2,97,NA,13
2016/12/2 14:00,2016,12,2,14:00,7.6,7.2,97,NA,14
2016/12/2 15:00,2016,12,2,15:00,7.8,7.4,97,NA,15
2016/12/2 16:00,2016,12,2,16:00,8.3,7.8,97,NA,16
2016/12/2 17:00,2016,12,2,17:00,8.3,7.4,94,NA,17
2016/12/2 18:00,2016,12,2,18:00,8.6,7.8,95,NA,18
2016/12/2 19:00,2016,12,2,19:00,7.8,7.1,95,NA,19
2016/12/2 20:00,2016,12,2,20:00,6.6,6,96,NA,20
2016/12/2 21:00,2016,12,2,21:00,6.6,6.2,97,NA,21
2016/12/2 22:00,2016,12,2,22:00,5.7,5.3,97,NA,22
2016/12/2 23:00,2016,12,2,23:00,6.7,6.4,98,NA,23
2016/12/3 0:00,2016,12,3,0:00,6,5.6,98,NA,0
2016/12/3 1:00,2016,12,3,1:00,6.2,5.8,98,NA,1
2016/12/3 2:00,2016,12,3,2:00,5.8,5.5,98,NA,2
2016/12/3 3:00,2016,12,3,3:00,5.1,4.7,98,NA,3
2016/12/3 4:00,2016,12,3,4:00,5.3,4.9,98,NA,4
2016/12/3 5:00,2016,12,3,5:00,5.8,5.4,98,NA,5
2016/12/3 6:00,2016,12,3,6:00,5.4,5.1,98,NA,6
2016/12/3 7:00,2016,12,3,7:00,5.6,5.3,98,NA,7
2016/12/3 8:00,2016,12,3,8:00,5.4,5.1,98,NA,8
2016/12/3 9:00,2016,12,3,9:00,5.6,5.3,98,NA,9
2016/12/3 10:00,2016,12,3,10:00,6.2,5.9,98,NA,10
2016/12/3 11:00,2016,12,3,11:00,7.2,6.7,97,NA,11
2016/12/3 12:00,2016,12,3,12:00,7.6,6.5,92,NA,12
2016/12/3 13:00,2016,12,3,13:00,7.9,6.6,92,NA,13
2016/12/3 14:00,2016,12,3,14:00,7.8,5.9,87,NA,14
2016/12/3 15:00,2016,12,3,15:00,7.7,6.3,90,NA,15
2016/12/3 16:00,2016,12,3,16:00,7.2,6.3,94,NA,16
2016/12/3 17:00,2016,12,3,17:00,6.8,6.2,96,NA,17
2016/12/3 18:00,2016,12,3,18:00,6.8,6.3,97,NA,18
2016/12/3 19:00,2016,12,3,19:00,6.2,5.7,96,NA,19
2016/12/3 20:00,2016,12,3,20:00,6.1,5.6,97,NA,20
2016/12/3 21:00,2016,12,3,21:00,6.3,5.8,97,NA,21
2016/12/3 22:00,2016,12,3,22:00,5.7,5,95,NA,22
2016/12/3 23:00,2016,12,3,23:00,6.3,5.1,92,NA,23
2016/12/4 0:00,2016,12,4,0:00,6.5,4.2,85,NA,0
2016/12/4 1:00,2016,12,4,1:00,6.4,3.8,84,NA,1
2016/12/4 2:00,2016,12,4,2:00,6.2,2.6,78,NA,2
2016/12/4 3:00,2016,12,4,3:00,6.3,2.5,77,NA,3
2016/12/4 4:00,2016,12,4,4:00,5.8,2.3,78,NA,4
2016/12/4 5:00,2016,12,4,5:00,5.8,-0.1,66,NA,5
2016/12/4 6:00,2016,12,4,6:00,5.5,0.8,72,NA,6
2016/12/4 7:00,2016,12,4,7:00,5.1,-0.6,67,NA,7
2016/12/4 8:00,2016,12,4,8:00,4.5,-1.1,67,NA,8
2016/12/4 9:00,2016,12,4,9:00,4.9,-1.3,64,NA,9
2016/12/4 10:00,2016,12,4,10:00,5.3,-0.5,66,NA,10
2016/12/4 11:00,2016,12,4,11:00,6.1,-0.8,61,NA,11
2016/12/4 12:00,2016,12,4,12:00,6.4,0.3,65,NA,12
2016/12/4 13:00,2016,12,4,13:00,6.7,-0.4,61,NA,13
2016/12/4 14:00,2016,12,4,14:00,6.2,0.1,65,NA,14
2016/12/4 15:00,2016,12,4,15:00,6.8,-1.4,56,NA,15
2016/12/4 16:00,2016,12,4,16:00,5,0.9,75,NA,16
2016/12/4 17:00,2016,12,4,17:00,4.2,0.4,76,NA,17
2016/12/4 18:00,2016,12,4,18:00,3.7,0.4,79,NA,18
2016/12/4 19:00,2016,12,4,19:00,3.1,0.2,81,NA,19
2016/12/4 20:00,2016,12,4,20:00,3.3,0.1,80,NA,20
2016/12/4 21:00,2016,12,4,21:00,3,0.5,84,NA,21
2016/12/4 22:00,2016,12,4,22:00,2.7,-0.1,82,NA,22
2016/12/4 23:00,2016,12,4,23:00,3,1.1,87,NA,23
2016/12/5 0:00,2016,12,5,0:00,2.8,1.2,89,NA,0
2016/12/5 1:00,2016,12,5,1:00,2.6,1.1,90,NA,1
2016/12/5 2:00,2016,12,5,2:00,2.8,1.1,88,NA,2
2016/12/5 3:00,2016,12,5,3:00,2.7,0.5,85,NA,3
2016/12/5 4:00,2016,12,5,4:00,3.2,1.4,88,NA,4
2016/12/5 5:00,2016,12,5,5:00,2.7,1.7,94,NA,5
2016/12/5 6:00,2016,12,5,6:00,1.7,1.2,96,NA,6
2016/12/5 7:00,2016,12,5,7:00,1.8,1.4,97,NA,7
2016/12/5 8:00,2016,12,5,8:00,2.4,2,97,NA,8
2016/12/5 9:00,2016,12,5,9:00,3.1,2.5,96,NA,9
2016/12/5 10:00,2016,12,5,10:00,3.3,2.6,95,NA,10
2016/12/5 11:00,2016,12,5,11:00,2.8,1.8,93,NA,11
2016/12/5 12:00,2016,12,5,12:00,2.7,2.1,96,NA,12
2016/12/5 13:00,2016,12,5,13:00,1.2,0.8,97,NA,13
2016/12/5 14:00,2016,12,5,14:00,2.3,1.8,97,NA,14
2016/12/5 15:00,2016,12,5,15:00,1.2,0.8,97,NA,15
2016/12/5 16:00,2016,12,5,16:00,1.7,1.3,97,NA,16
2016/12/5 17:00,2016,12,5,17:00,2.1,1.6,97,NA,17
2016/12/5 18:00,2016,12,5,18:00,2.2,1.7,97,NA,18
2016/12/5 19:00,2016,12,5,19:00,2.5,2,97,NA,19
2016/12/5 20:00,2016,12,5,20:00,2.6,1.9,95,NA,20
2016/12/5 21:00,2016,12,5,21:00,2.1,1.4,95,NA,21
2016/12/5 22:00,2016,12,5,22:00,1.8,1.2,96,NA,22
2016/12/5 23:00,2016,12,5,23:00,2.5,1.6,94,NA,23
2016/12/6 0:00,2016,12,6,0:00,1.7,0.5,92,NA,0
2016/12/6 1:00,2016,12,6,1:00,1.7,-0.6,85,NA,1
2016/12/6 2:00,2016,12,6,2:00,-0.2,-1.3,92,NA,2
2016/12/6 3:00,2016,12,6,3:00,0.8,-2,82,NA,3
2016/12/6 4:00,2016,12,6,4:00,1.3,-2.8,74,NA,4
2016/12/6 5:00,2016,12,6,5:00,1.6,-2.2,76,NA,5
2016/12/6 6:00,2016,12,6,6:00,1.1,-3.6,71,NA,6
2016/12/6 7:00,2016,12,6,7:00,1,-4.4,67,NA,7
2016/12/6 8:00,2016,12,6,8:00,0.5,-3.8,73,NA,8
2016/12/6 9:00,2016,12,6,9:00,2.4,-3.8,64,NA,9
2016/12/6 10:00,2016,12,6,10:00,3.2,-2.5,67,NA,10
2016/12/6 11:00,2016,12,6,11:00,3.3,-3.1,63,NA,11
2016/12/6 12:00,2016,12,6,12:00,4.3,-2.8,60,NA,12
2016/12/6 13:00,2016,12,6,13:00,3.2,-3.3,62,NA,13
2016/12/6 14:00,2016,12,6,14:00,3.2,-3.9,60,NA,14
2016/12/6 15:00,2016,12,6,15:00,NA,NA,NA,NA,15
2016/12/6 16:00,2016,12,6,16:00,NA,NA,NA,NA,16
2016/12/6 17:00,2016,12,6,17:00,2.1,-2.3,73,NA,17
2016/12/6 18:00,2016,12,6,18:00,2.2,-3.2,67,NA,18
2016/12/6 19:00,2016,12,6,19:00,1.7,-3.9,66,NA,19
2016/12/6 20:00,2016,12,6,20:00,1,-4.5,67,NA,20
2016/12/6 21:00,2016,12,6,21:00,0.4,-3.9,73,NA,21
2016/12/6 22:00,2016,12,6,22:00,0,-4.4,72,NA,22
2016/12/6 23:00,2016,12,6,23:00,0.2,-4.7,69,NA,23
2016/12/7 0:00,2016,12,7,0:00,-0.1,-5,69,NA,0
2016/12/7 1:00,2016,12,7,1:00,-0.8,-5.8,69,NA,1
2016/12/7 2:00,2016,12,7,2:00,-1.2,-5.5,73,NA,2
2016/12/7 3:00,2016,12,7,3:00,-1.8,-5.7,75,NA,3
2016/12/7 4:00,2016,12,7,4:00,-1.9,-7,68,NA,4
2016/12/7 5:00,2016,12,7,5:00,-2.2,-6.5,72,NA,5
2016/12/7 6:00,2016,12,7,6:00,-2.3,-7,70,NA,6
2016/12/7 7:00,2016,12,7,7:00,-2.7,-6.9,73,NA,7
2016/12/7 8:00,2016,12,7,8:00,-2.6,-6.8,73,NA,8
2016/12/7 9:00,2016,12,7,9:00,-1.1,-6.7,66,NA,9
2016/12/7 10:00,2016,12,7,10:00,0.4,-4.8,68,NA,10
2016/12/7 11:00,2016,12,7,11:00,1.1,-5.7,61,NA,11
2016/12/7 12:00,2016,12,7,12:00,1.1,-6.3,58,NA,12
2016/12/7 13:00,2016,12,7,13:00,1.7,-6.7,54,NA,13
2016/12/7 14:00,2016,12,7,14:00,1,-7.2,54,NA,14
2016/12/7 15:00,2016,12,7,15:00,0.1,-8.8,51,NA,15
2016/12/7 16:00,2016,12,7,16:00,0.2,-7.2,58,NA,16
2016/12/7 17:00,2016,12,7,17:00,0,-6.1,64,NA,17
2016/12/7 18:00,2016,12,7,18:00,-1.5,-4.9,78,NA,18
2016/12/7 19:00,2016,12,7,19:00,-1.9,-4.9,80,NA,19
2016/12/7 20:00,2016,12,7,20:00,-2.1,-5.8,76,NA,20
2016/12/7 21:00,2016,12,7,21:00,-1.7,-5.3,76,NA,21
2016/12/7 22:00,2016,12,7,22:00,-2.3,-5.7,77,NA,22
2016/12/7 23:00,2016,12,7,23:00,-2.2,-4.7,83,NA,23
2016/12/8 0:00,2016,12,8,0:00,-2.9,-6.1,78,NA,0
2016/12/8 1:00,2016,12,8,1:00,-2.5,-4.5,86,NA,1
2016/12/8 2:00,2016,12,8,2:00,-2.9,-5,85,NA,2
2016/12/8 3:00,2016,12,8,3:00,-2.9,-6.6,76,NA,3
2016/12/8 4:00,2016,12,8,4:00,-3.4,-7.8,71,NA,4
2016/12/8 5:00,2016,12,8,5:00,-3.2,-5.8,82,NA,5
2016/12/8 6:00,2016,12,8,6:00,-3.3,-5.2,86,NA,6
2016/12/8 7:00,2016,12,8,7:00,-4.1,-6.8,82,NA,7
2016/12/8 8:00,2016,12,8,8:00,-4.5,-6.6,85,NA,8
2016/12/8 9:00,2016,12,8,9:00,-2.3,-5.1,81,NA,9
2016/12/8 10:00,2016,12,8,10:00,-1,-6,69,NA,10
2016/12/8 11:00,2016,12,8,11:00,0.1,-5.4,66,NA,11
2016/12/8 12:00,2016,12,8,12:00,1.1,-7.8,52,NA,12
2016/12/8 13:00,2016,12,8,13:00,1,-8.5,49,NA,13
2016/12/8 14:00,2016,12,8,14:00,1.6,-7.6,51,NA,14
2016/12/8 15:00,2016,12,8,15:00,1.5,-7.4,52,NA,15
2016/12/8 16:00,2016,12,8,16:00,0.2,-5.7,65,NA,16
2016/12/8 17:00,2016,12,8,17:00,-0.8,-4.4,77,NA,17
2016/12/8 18:00,2016,12,8,18:00,-0.5,-3.7,79,NA,18
2016/12/8 19:00,2016,12,8,19:00,0,-5,69,NA,19
2016/12/8 20:00,2016,12,8,20:00,0.7,-4.6,68,NA,20
2016/12/8 21:00,2016,12,8,21:00,-0.7,-4.2,77,NA,21
2016/12/8 22:00,2016,12,8,22:00,-0.1,-3.4,78,NA,22
2016/12/8 23:00,2016,12,8,23:00,1.2,-4.4,66,NA,23
2016/12/9 0:00,2016,12,9,0:00,1.3,-4.9,63,NA,0
2016/12/9 1:00,2016,12,9,1:00,0.9,-3.8,71,NA,1
2016/12/9 2:00,2016,12,9,2:00,1.6,-7.1,52,NA,2
2016/12/9 3:00,2016,12,9,3:00,2,-5.8,56,NA,3
2016/12/9 4:00,2016,12,9,4:00,1.4,-5.8,59,NA,4
2016/12/9 5:00,2016,12,9,5:00,1,-4.8,65,NA,5
2016/12/9 6:00,2016,12,9,6:00,0.6,-2.6,79,NA,6
2016/12/9 7:00,2016,12,9,7:00,0.3,-2.3,83,NA,7
2016/12/9 8:00,2016,12,9,8:00,-0.1,-0.9,95,NA,8
2016/12/9 9:00,2016,12,9,9:00,-0.1,-0.6,96,NA,9
2016/12/9 10:00,2016,12,9,10:00,0,-0.4,97,NA,10
2016/12/9 11:00,2016,12,9,11:00,0.5,0.1,97,NA,11
2016/12/9 12:00,2016,12,9,12:00,0.6,0.2,97,NA,12
2016/12/9 13:00,2016,12,9,13:00,0.8,0.4,97,NA,13
2016/12/9 14:00,2016,12,9,14:00,0.6,0.2,98,NA,14
2016/12/9 15:00,2016,12,9,15:00,0.6,0.3,98,NA,15
2016/12/9 16:00,2016,12,9,16:00,0.8,0.5,98,NA,16
2016/12/9 17:00,2016,12,9,17:00,1.7,1.4,98,NA,17
2016/12/9 18:00,2016,12,9,18:00,2.2,1.9,98,NA,18
2016/12/9 19:00,2016,12,9,19:00,2.2,1.9,98,NA,19
2016/12/9 20:00,2016,12,9,20:00,2.2,1.9,98,NA,20
2016/12/9 21:00,2016,12,9,21:00,1.4,1.2,98,NA,21
2016/12/9 22:00,2016,12,9,22:00,1.4,1,98,NA,22
2016/12/9 23:00,2016,12,9,23:00,1.2,0.8,98,NA,23
2016/12/10 0:00,2016,12,10,0:00,1.5,1.2,98,NA,0
2016/12/10 1:00,2016,12,10,1:00,1.6,1.2,98,NA,1
2016/12/10 2:00,2016,12,10,2:00,1.6,1.2,98,NA,2
2016/12/10 3:00,2016,12,10,3:00,2,1.6,97,NA,3
2016/12/10 4:00,2016,12,10,4:00,2.2,1.7,97,NA,4
2016/12/10 5:00,2016,12,10,5:00,2.4,1.8,96,NA,5
2016/12/10 6:00,2016,12,10,6:00,2.5,1.5,94,NA,6
2016/12/10 7:00,2016,12,10,7:00,2.7,1.9,95,NA,7
2016/12/10 8:00,2016,12,10,8:00,3.1,2.3,95,NA,8
2016/12/10 9:00,2016,12,10,9:00,3,2.3,95,NA,9
2016/12/10 10:00,2016,12,10,10:00,2.8,2.2,96,NA,10
2016/12/10 11:00,2016,12,10,11:00,2.9,2.3,96,NA,11
2016/12/10 12:00,2016,12,10,12:00,3.3,2.8,96,NA,12
2016/12/10 13:00,2016,12,10,13:00,3.5,2.9,96,NA,13
2016/12/10 14:00,2016,12,10,14:00,3.5,2.8,95,NA,14
2016/12/10 15:00,2016,12,10,15:00,3.7,3.2,96,NA,15
2016/12/10 16:00,2016,12,10,16:00,3.4,2.9,96,NA,16
2016/12/10 17:00,2016,12,10,17:00,3,2.4,96,NA,17
2016/12/10 18:00,2016,12,10,18:00,3,2.3,95,NA,18
2016/12/10 19:00,2016,12,10,19:00,3.2,2.5,95,NA,19
2016/12/10 20:00,2016,12,10,20:00,3.3,2.5,94,NA,20
2016/12/10 21:00,2016,12,10,21:00,3.5,2.8,95,NA,21
2016/12/10 22:00,2016,12,10,22:00,3.7,3,96,NA,22
2016/12/10 23:00,2016,12,10,23:00,3.7,3,95,NA,23
2016/12/11 0:00,2016,12,11,0:00,3.9,3.4,96,NA,0
2016/12/11 1:00,2016,12,11,1:00,3.1,2.3,95,NA,1
2016/12/11 2:00,2016,12,11,2:00,2.8,2.2,96,NA,2
2016/12/11 3:00,2016,12,11,3:00,3.2,2.6,96,NA,3
2016/12/11 4:00,2016,12,11,4:00,3.1,2.6,97,NA,4
2016/12/11 5:00,2016,12,11,5:00,3.1,2.7,97,NA,5
2016/12/11 6:00,2016,12,11,6:00,3.3,2.9,97,NA,6
2016/12/11 7:00,2016,12,11,7:00,3.2,2.8,97,NA,7
2016/12/11 8:00,2016,12,11,8:00,3.2,2.8,97,NA,8
2016/12/11 9:00,2016,12,11,9:00,3.5,3,97,NA,9
2016/12/11 10:00,2016,12,11,10:00,3.6,3.1,97,NA,10
2016/12/11 11:00,2016,12,11,11:00,4.7,4.1,96,NA,11
2016/12/11 12:00,2016,12,11,12:00,4.6,3.8,94,NA,12
2016/12/11 13:00,2016,12,11,13:00,4.5,3.4,92,NA,13
2016/12/11 14:00,2016,12,11,14:00,4.5,3.7,95,NA,14
2016/12/11 15:00,2016,12,11,15:00,4.4,3.8,96,NA,15
2016/12/11 16:00,2016,12,11,16:00,4,3.3,95,NA,16
2016/12/11 17:00,2016,12,11,17:00,3.6,2.9,95,NA,17
2016/12/11 18:00,2016,12,11,18:00,3.8,3,95,NA,18
2016/12/11 19:00,2016,12,11,19:00,3.9,2.8,93,NA,19
2016/12/11 20:00,2016,12,11,20:00,3.9,3,94,NA,20
2016/12/11 21:00,2016,12,11,21:00,3.9,2.9,93,NA,21
2016/12/11 22:00,2016,12,11,22:00,3.7,2.9,94,NA,22
2016/12/11 23:00,2016,12,11,23:00,3,2.1,94,NA,23
2016/12/12 0:00,2016,12,12,0:00,2.1,1.4,95,NA,0
2016/12/12 1:00,2016,12,12,1:00,1.8,1.3,96,NA,1
2016/12/12 2:00,2016,12,12,2:00,1.6,1.2,97,NA,2
2016/12/12 3:00,2016,12,12,3:00,1.8,1.4,97,NA,3
2016/12/12 4:00,2016,12,12,4:00,1.8,1.2,96,NA,4
2016/12/12 5:00,2016,12,12,5:00,1.8,0.3,90,NA,5
2016/12/12 6:00,2016,12,12,6:00,1.9,-0.1,87,NA,6
2016/12/12 7:00,2016,12,12,7:00,1.8,-0.7,84,NA,7
2016/12/12 8:00,2016,12,12,8:00,1.9,-1,81,NA,8
2016/12/12 9:00,2016,12,12,9:00,2.2,-0.4,83,NA,9
2016/12/12 10:00,2016,12,12,10:00,2.1,0,86,NA,10
2016/12/12 11:00,2016,12,12,11:00,2.8,-0.5,79,NA,11
2016/12/12 12:00,2016,12,12,12:00,3.2,-1,74,NA,12
