ID,p_delay
480,0.0470461751
481,0.0455859038
482,0.0553123536
483,0.0553123536
484,0.0492044194
485,0.051033775
486,0.0453030165
487,0.0445124764
488,0.0463302777
489,0.0470461751
490,0.041598301
491,0.051033775
492,0.0399355793
493,0.0380188156
494,0.0431810002
495,0.0445124764
496,0.0498243989
497,0.0470461751
498,0.0455859038
570,0.0581966949
571,0.072087379
572,0.0740827411
573,0.0564857047
574,0.043956366
575,0.0400511525
576,0.0285252807
577,0.0531012414
578,0.0531012414
579,0.0581966949
580,0.0634408601
581,0.0634408601
582,0.0536740285
583,0.0381063014
584,0.0400511525
585,0.0590948492
586,0.0581966949
587,0.072087379
588,0.0727064536
589,0.0740827411
590,0.0564857047
591,0.0536740285
592,0.043956366
593,0.0400511525
594,0.0285252807
666,0.0323895527
667,0.0395418168
668,0.048452468
669,0.05372709
670,0.0520382433
671,0.0548311822
672,0.0426918889
673,0.034769859
674,0.0553123536
675,0.0553123536
676,0.0349384447
677,0.0395418168
678,0.0463348726
679,0.0528452673
680,0.0520382433
681,0.0557837084
682,0.0466467404
683,0.0426918889
684,0.0323895527
685,0.0395418168
686,0.048452468
687,0.0534626488
688,0.05372709
689,0.0520382433
690,0.0557837084
691,0.0548311822
692,0.0426918889
693,0.034769859
765,0.0533001083
766,0.0500377794
767,0.0471292639
768,0.0441737789
769,0.044738096
770,0.0381215281
771,0.0397397944
772,0.0553123536
773,0.0553123536
774,0.0505896756
775,0.0533001083
776,0.0543633761
777,0.0466202381
778,0.0441737789
779,0.0480712041
780,0.0413665442
781,0.0381215281
782,0.0384169647
783,0.0533001083
784,0.0500377794
785,0.0471292639
786,0.0441737789
787,0.044738096
788,0.0381215281
789,0.0397397944
861,0.0402431095
862,0.0422806259
863,0.0610654824
864,0.057323979
865,0.0539861024
866,0.0396571914
867,0.0340994555
868,0.0357613159
869,0.0553123536
870,0.0553123536
871,0.0425771624
872,0.0422806259
873,0.0475596661
874,0.0575404939
875,0.0539861024
876,0.0449609826
877,0.036528456
878,0.0340994555
879,0.0402431095
880,0.0422806259
881,0.0610654824
882,0.057323979
883,0.0539861024
884,0.0396571914
885,0.0340994555
886,0.0357613159
960,0.0364934755
961,0.0416009587
962,0.0478137298
963,0.0578463667
964,0.0620680312
965,0.0461704635
966,0.0332752267
967,0.031466517
968,0.0553123536
969,0.0553123536
970,0.040642502
971,0.0416009587
972,0.0437165081
973,0.0626503345
974,0.0620680312
975,0.0585975781
976,0.0344112193
977,0.0332752267
978,0.0364934755
979,0.0416009587
980,0.0478137298
981,0.0578463667
982,0.0620680312
983,0.0585975781
984,0.0461704635
985,0.0332752267
986,0.0354948411
987,0.031466517
1061,0.0317498599
1062,0.0369754381
1063,0.0498046802
1064,0.0502757675
1065,0.046664445
1066,0.0314989805
1067,0.0615226043
1068,0.0531133559
1069,0.0553123536
1070,0.0553123536
1071,0.0352707684
1072,0.0369754381
1073,0.0423034166
1074,0.0502757675
1075,0.046664445
1076,0.046664445
1077,0.0374777359
1078,0.0615226043
1079,0.0637382084
1080,0.0317498599
1081,0.0369754381
1082,0.0498046802
1083,0.0549730794
1084,0.0502757675
1085,0.046664445
1086,0.0375684468
1087,0.0314989805
1088,0.0615226043
1089,0.0531133559
1163,0.0549764932
1164,0.0387109351
1165,0.0451451232
1166,0.0517417612
1167,0.0545480486
1168,0.0439988014
1169,0.0356977621
1170,0.0316092867
1171,0.0553123536
1172,0.0553123536
1173,0.0502557457
1174,0.0387109351
1175,0.0594815825
1176,0.0545480486
1177,0.0451614057
1178,0.0356977621
1179,0.0549764932
1180,0.0387109351
1181,0.0451451232
1182,0.0460419632
1183,0.0517417612
1184,0.0545480486
1185,0.0439988014
1186,0.0356977621
1187,0.0316092867
1259,0.0533633637
1260,0.0561196622
1261,0.0700678238
1262,0.0620267785
1263,0.0362653708
1264,0.0297533618
1265,0.0393399414
1266,0.0345449816
1267,0.0345449816
1268,0.0533633637
1269,0.0752513715
1270,0.0752513715
1271,0.0469397176
1272,0.0318956321
1273,0.0297533618
1274,0.0336756345
1275,0.0533633637
1276,0.0561196622
1277,0.0561103591
1278,0.0700678238
1279,0.0620267785
1280,0.0469397176
1281,0.0362653708
1282,0.0297533618
1283,0.0393399414
1354,0.0331122832
1355,0.0399716767
1356,0.0630682495
1357,0.0685389758
1358,0.0457330511
1359,0.0489921443
1360,0.0332508665
1361,0.0452644734
1362,0.0553123536
1363,0.0553123536
1364,0.033137831
1365,0.0399716767
1366,0.0547228909
1367,0.0601585371
1368,0.0457330511
1369,0.0447791594
1370,0.042040561
1371,0.0332508665
1372,0.0331122832
1373,0.0399716767
1374,0.0630682495
1375,0.0670088692
1376,0.0685389758
1377,0.0457330511
1378,0.0489921443
1379,0.0332508665
1380,0.0452644734
1452,0.0410811868
1453,0.0507719771
1454,0.0541130943
1455,0.0591402005
1456,0.0579394191
1457,0.0503644403
1458,0.0503560771
1459,0.0315483768
1460,0.0553123536
1461,0.0553123536
1462,0.0402866275
1463,0.0507719771
1464,0.0574579443
1465,0.0624881206
1466,0.0579394191
1467,0.0498934578
1468,0.0535229082
1469,0.0503560771
1470,0.0410811868
1471,0.0507719771
1472,0.0541130943
1473,0.0591402005
1474,0.0579394191
1475,0.0503644403
1476,0.0503560771
1477,0.0315483768
1551,0.030730546
1552,0.0390855335
1553,0.0612007517
1554,0.0673433832
1555,0.0767036096
1556,0.0630488846
1557,0.0407798482
1558,0.0429716002
1559,0.0553123536
1560,0.0553123536
1561,0.0316294807
1562,0.0390855335
1563,0.0492415147
1564,0.0709828373
1565,0.0767036096
1566,0.0703945775
1567,0.0533967917
1568,0.0407798482
1569,0.030730546
1570,0.0390855335
1571,0.0612007517
1572,0.0673433832
1573,0.0767036096
1574,0.0630488846
1575,0.0407798482
1576,0.0429716002
1649,0.0505768918
1650,0.0545709575
1651,0.0619635936
1652,0.062552585
1653,0.0626613322
1654,0.0490601331
1655,0.0420313911
1656,0.0450581515
1657,0.0553123536
1658,0.0553123536
1659,0.0516537351
1660,0.0545709575
1661,0.0608728637
1662,0.0630401547
1663,0.0626613322
1664,0.0533937284
1665,0.0509075265
1666,0.0420313911
1667,0.0505768918
1668,0.0545709575
1669,0.0619635936
1670,0.062552585
1671,0.0626613322
1672,0.0533937284
1673,0.0490601331
1674,0.0420313911
1675,0.0450581515
1750,0.0553278904
1751,0.0629744231
1752,0.061986354
1753,0.0582378775
1754,0.0565605026
1755,0.0452146378
1756,0.0328071203
1757,0.0605344162
1758,0.0553123536
1759,0.0553123536
1760,0.063483041
1761,0.0629744231
1762,0.058125859
1763,0.0582378775
1764,0.0565605026
1765,0.0565605026
1766,0.03260779
1767,0.0328071203
1768,0.0540019763
1769,0.0553278904
1770,0.0629744231
1771,0.061986354
1772,0.0683097299
1773,0.0582378775
1774,0.0565605026
1775,0.0546627701
1776,0.0452146378
1777,0.0328071203
1778,0.0605344162
1852,0.0361981224
1853,0.0373123414
1854,0.0422730028
1855,0.0587134799
1856,0.0519343025
1857,0.0470064697
1858,0.0461739475
1859,0.039390567
1860,0.0553123536
1861,0.0553123536
1862,0.0387920262
1863,0.0373123414
1864,0.0614662519
1865,0.0519343025
1866,0.045785703
1867,0.0461739475
1868,0.0361981224
1869,0.0373123414
1870,0.0422730028
1871,0.0499635712
1872,0.0587134799
1873,0.0519343025
1874,0.0470064697
1875,0.0461739475
1876,0.039390567
1948,0.0533260319
1949,0.0411309268
1950,0.0566958114
1951,0.0545209988
1952,0.0545857792
1953,0.0563015433
1954,0.0667621214
1955,0.0437360313
1956,0.0437360313
1957,0.0533260319
1958,0.0568525479
1959,0.0568525479
1960,0.0548002278
1961,0.0519804296
1962,0.0563015433
1963,0.0440283879
1964,0.0533260319
1965,0.0411309268
1966,0.0448611953
1967,0.0566958114
1968,0.0545209988
1969,0.0548002278
1970,0.0545857792
1971,0.0563015433
1972,0.0667621214
2043,0.0573541483
2044,0.0566495566
2045,0.0600608694
2046,0.0682096537
2047,0.0736252257
2048,0.0584243952
2049,0.052313774
2050,0.0463450037
2051,0.0553123536
2052,0.0553123536
2053,0.0578179275
2054,0.0566495566
2055,0.0550948337
2056,0.0714814084
2057,0.0736252257
2058,0.0695353964
2059,0.0490882602
2060,0.052313774
2061,0.0573541483
2062,0.0566495566
2063,0.0600608694
2064,0.0663145074
2065,0.0682096537
2066,0.0736252257
2067,0.0584243952
2068,0.052313774
2069,0.0463450037
2141,0.0672062186
2142,0.0586071691
2143,0.0561140977
2144,0.0491493077
2145,0.0479591592
2146,0.0396957552
2147,0.0407751266
2148,0.0450820081
2149,0.0553123536
2150,0.0553123536
2151,0.0626436104
2152,0.0586071691
2153,0.0587441732
2154,0.0457683593
2155,0.0479591592
2156,0.0504318325
2157,0.0381669679
2158,0.0407751266
2159,0.0672062186
2160,0.0586071691
2161,0.0561140977
2162,0.0491493077
2163,0.0479591592
2164,0.0396957552
2165,0.0407751266
2166,0.0450820081
2238,0.067801061
2239,0.0730393586
2240,0.0820511833
2241,0.0906504962
2242,0.1041581624
2243,0.0727844591
2244,0.0507814146
2245,0.029126609
2246,0.0553123536
2247,0.0553123536
2248,0.0774070664
2249,0.0730393586
2250,0.0749580397
2251,0.1040325867
2252,0.1041581624
2253,0.0931486111
2254,0.0566904137
2255,0.0507814146
2256,0.067801061
2257,0.0730393586
2258,0.0820511833
2259,0.0906504962
2260,0.1041581624
2261,0.0727844591
2262,0.0507814146
2263,0.029126609
2340,0.0309409372
2341,0.0413996214
2342,0.0454320442
2343,0.0496726607
2344,0.0496433518
2345,0.0501032793
2346,0.0502242559
2347,0.0496526079
2348,0.0553123536
2349,0.0553123536
2350,0.0319347323
2351,0.0413996214
2352,0.0453906694
2353,0.0494710273
2354,0.0496433518
2355,0.0499832626
2356,0.0505629836
2357,0.0502242559
2358,0.0309409372
2359,0.0319347323
2360,0.0413996214
2361,0.0454320442
2362,0.0475816767
2363,0.0496726607
2364,0.0496433518
2365,0.0499832626
2366,0.0501032793
2367,0.0502242559
2368,0.0496526079
2455,0.0412520802
2456,0.0421319273
2457,0.0576840129
2458,0.0546815828
2459,0.0837012721
2460,0.1012867559
2461,0.1104811189
2462,0.1081038663
2463,0.0553123536
2464,0.0553123536
2465,0.0368199303
2466,0.0421319273
2467,0.0516445359
2468,0.0546815828
2469,0.0837012721
2470,0.0837012721
2471,0.1071145193
2472,0.1104811189
2473,0.1116569016
2474,0.0412520802
2475,0.0368199303
2476,0.0421319273
2477,0.0576840129
2478,0.0557043281
2479,0.0546815828
2480,0.0634473352
2481,0.0837012721
2482,0.0937397152
2483,0.1012867559
2484,0.1071145193
2485,0.1104811189
2486,0.1081038663
2487,0.0553123536
2580,0.0553123536
2581,0.1078971087
2582,0.1233868772
2583,0.1206313497
2584,0.1193297848
2585,0.1021322022
2586,0.0955367617
2587,0.0744672234
2588,0.0553123536
2589,0.0553123536
2590,0.1076551952
2591,0.1078971087
2592,0.1183904564
2593,0.1193297848
2594,0.0982640881
2595,0.0955367617
2596,0.1159241507
2597,0.1203484425
2598,0.1076551952
2599,0.1078971087
2600,0.1259415119
2601,0.1233868772
2602,0.1177421929
2603,0.1206313497
2604,0.1183904564
2605,0.1193297848
2606,0.1135520594
2607,0.1021322022
2608,0.0982640881
2609,0.0955367617
2610,0.0838020737
2611,0.0744672234
2612,0.0553123536
2613,0.0553123536
2695,0.0726716234
2696,0.0698203529
2697,0.0787682429
2698,0.069989807
2699,0.0607279423
2700,0.0484473427
2701,0.0483227871
2702,0.0553123536
2703,0.0553123536
2704,0.0726716234
2705,0.0796068805
2706,0.0796068805
2707,0.0627472862
2708,0.0508475675
2709,0.0484473427
2710,0.0651377195
2711,0.0674124618
2712,0.0726716234
2713,0.0749996813
2714,0.0698203529
2715,0.0663914051
2716,0.0787682429
2717,0.0796068805
2718,0.069989807
2719,0.0607279423
2720,0.0484473427
2721,0.0483227871
2788,0.0386316365
2789,0.041370283
2790,0.0455486686
2791,0.0482492624
2792,0.046770986
2793,0.0442043978
2794,0.0480241305
2795,0.0345174845
2796,0.0386316365
2797,0.0446902315
2798,0.0406711871
2799,0.0482492624
2800,0.0514640776
2801,0.0449004368
2802,0.0442043978
2803,0.0401423224
2804,0.0386316365
2805,0.041370283
2806,0.0455486686
2807,0.0406711871
2808,0.0482492624
2809,0.046770986
2810,0.0442043978
2811,0.0480241305
2888,0.0529112136
2889,0.0535470834
2890,0.0607180835
2891,0.0499630334
2892,0.0549851789
2893,0.0595813476
2894,0.0489657431
2895,0.0501563003
2896,0.0553123536
2897,0.0553123536
2898,0.0526567235
2899,0.0535470834
2900,0.0571782465
2901,0.0488215189
2902,0.0549851789
2903,0.0619573945
2904,0.0580925736
2905,0.0489657431
2906,0.052698241
2907,0.0529112136
2908,0.0526567235
2909,0.0535470834
2910,0.0571782465
2911,0.0607180835
2912,0.0559228513
2913,0.0499630334
2914,0.0488215189
2915,0.0549851789
2916,0.0619573945
2917,0.0595813476
2918,0.0580925736
2919,0.0489657431
2920,0.0476159079
2921,0.0501563003
2922,0.0553123536
3016,0.0465915766
3017,0.0479179107
3018,0.0446296698
3019,0.0437510404
3020,0.0398307668
3021,0.0376060004
3022,0.0341538864
3023,0.0391386121
3024,0.0553123536
3025,0.0553123536
3026,0.0464641981
3027,0.0479179107
3028,0.0458491399
3029,0.0406655922
3030,0.0398307668
3031,0.0399216665
3032,0.0350496204
3033,0.0341538864
3034,0.0465614189
3035,0.0465915766
3036,0.0464641981
3037,0.0479179107
3038,0.0458491399
3039,0.0446296698
3040,0.0458285969
3041,0.0437510404
3042,0.0406655922
3043,0.0398307668
3044,0.0399216665
3045,0.0376060004
3046,0.0350496204
3047,0.0341538864
3048,0.0368446627
3049,0.0391386121
3050,0.0553123536
3051,0.0553123536
3141,0.0552309497
3142,0.0491256173
3143,0.0555024488
3144,0.044043725
3145,0.0348323319
3146,0.0395461167
3147,0.0330817634
3148,0.0512409695
3149,0.0553123536
3150,0.0553123536
3151,0.0529260014
3152,0.0491256173
3153,0.0533795763
3154,0.0344895426
3155,0.0348323319
3156,0.0387406787
3157,0.0364132312
3158,0.0330817634
3159,0.0552309497
3160,0.0529260014
3161,0.0491256173
3162,0.0533795763
3163,0.0555024488
3164,0.0577828072
3165,0.044043725
3166,0.0344895426
3167,0.0348323319
3168,0.0387406787
3169,0.0395461167
3170,0.0364132312
3171,0.0330817634
3172,0.0512409695
3173,0.0553123536
3260,0.0788887045
3261,0.0588381955
3262,0.0668879303
3263,0.047965751
3264,0.0688567903
3265,0.068266378
3266,0.0630673416
3267,0.0529636324
3268,0.0553123536
3269,0.0553123536
3270,0.0744483169
3271,0.0588381955
3272,0.0568797905
3273,0.047965751
3274,0.0688567903
3275,0.0688567903
3276,0.0676780361
3277,0.0630673416
3278,0.0529370412
3279,0.0788887045
3280,0.0744483169
3281,0.0588381955
3282,0.0568797905
3283,0.0668879303
3284,0.05425944
3285,0.047965751
3286,0.0605001678
3287,0.0688567903
3288,0.0685819311
3289,0.068266378
3290,0.0676780361
3291,0.0630673416
3292,0.0529636324
3374,0.0481789123
3375,0.0364914577
3376,0.038881009
3377,0.0395526612
3378,0.0398473621
3379,0.0484157145
3380,0.0390182827
3381,0.0450489958
3382,0.0553123536
3383,0.0553123536
3384,0.0405493018
3385,0.0364914577
3386,0.040671366
3387,0.0398473621
3388,0.0507458152
3389,0.0390182827
3390,0.0481789123
3391,0.0405493018
3392,0.0364914577
3393,0.038881009
3394,0.0397216065
3395,0.0395526612
3396,0.0398473621
3397,0.0407511371
3398,0.0484157145
3399,0.0390182827
3400,0.0450489958
3472,0.0520940005
3473,0.0429102884
3474,0.0467883311
3475,0.052741702
3476,0.052451126
3477,0.0491019023
3478,0.0459471056
3479,0.0427406143
3480,0.0427406143
3481,0.0520940005
3482,0.0476899426
3483,0.0476899426
3484,0.0559644001
3485,0.0504328678
3486,0.0491019023
3487,0.0414310723
3488,0.0520940005
3489,0.0429102884
3490,0.0459286538
3491,0.0467883311
3492,0.052741702
3493,0.052451126
3494,0.0491019023
3495,0.0459471056
3566,0.0466692818
3567,0.0535603759
3568,0.045876862
3569,0.0443379458
3570,0.0362291429
3571,0.0377551765
3572,0.0430845769
3573,0.0466067044
3574,0.0466692818
3575,0.049349499
3576,0.0474862387
3577,0.0474862387
3578,0.040759396
3579,0.0338938895
3580,0.0377551765
3581,0.0465523846
3582,0.0466692818
3583,0.0535603759
3584,0.0483540064
3585,0.045876862
3586,0.0443379458
3587,0.040759396
3588,0.0362291429
3589,0.0377551765
3590,0.0430845769
3661,0.0433982852
3662,0.03749986
3663,0.0339653586
3664,0.0411607677
3665,0.0348493197
3666,0.0404773278
3667,0.0375871692
3668,0.0316076979
3669,0.0553123536
3670,0.0553123536
3671,0.0437328967
3672,0.03749986
3673,0.0331449394
3674,0.0420957805
3675,0.0348493197
3676,0.0405212575
3677,0.033292857
3678,0.0375871692
3679,0.0433982852
3680,0.0437328967
3681,0.03749986
3682,0.0339653586
3683,0.0340937089
3684,0.0411607677
3685,0.0348493197
3686,0.0405212575
3687,0.0404773278
3688,0.0375871692
3689,0.0316076979
3763,0.041743103
3764,0.0320172775
3765,0.0347976725
3766,0.0335555792
3767,0.0335611799
3768,0.0316308138
3769,0.0353083727
3770,0.0344908781
3771,0.0553123536
3772,0.0553123536
3773,0.0442342527
3774,0.0320172775
3775,0.0271124591
3776,0.0344253059
3777,0.0335611799
3778,0.0306307442
3779,0.0345228959
3780,0.0353083727
3781,0.041743103
3782,0.0320172775
3783,0.0347976725
3784,0.0335555792
3785,0.0335611799
3786,0.0316308138
3787,0.0353083727
3788,0.0344908781
3864,0.0468244259
3865,0.049861862
3866,0.044269081
3867,0.0359063095
3868,0.0365893001
3869,0.0495848039
3870,0.04254674
3871,0.0475136753
3872,0.0553123536
3873,0.0553123536
3874,0.048307793
3875,0.049861862
3876,0.0444467967
3877,0.036281774
3878,0.0365893001
3879,0.0418490729
3880,0.0451155892
3881,0.04254674
3882,0.0468244259
3883,0.049861862
3884,0.044269081
3885,0.0359063095
3886,0.0365893001
3887,0.0418490729
3888,0.0495848039
3889,0.04254674
3890,0.0475136753
3960,0.0378729122
3961,0.0436026203
3962,0.0533629788
3963,0.0558852339
3964,0.058768606
3965,0.0700248221
3966,0.0799851456
3967,0.0477853168
3968,0.0553123536
3969,0.0553123536
3970,0.0425877437
3971,0.0436026203
3972,0.0430730076
3973,0.0558852339
3974,0.058768606
3975,0.058768606
3976,0.0816800306
3977,0.0799851456
3978,0.0597784768
3979,0.0378729122
3980,0.0436026203
3981,0.0533629788
3982,0.0658909975
3983,0.0558852339
3984,0.058768606
3985,0.0566932746
3986,0.0700248221
3987,0.0799851456
3988,0.0477853168
4060,0.0464138555
4061,0.0478400706
4062,0.0510537032
4063,0.0678314455
4064,0.0663348776
4065,0.0622371919
4066,0.0598059833
4067,0.0536754625
4068,0.0553123536
4069,0.0553123536
4070,0.0444734065
4071,0.0478400706
4072,0.0684903139
4073,0.0663348776
4074,0.0616598986
4075,0.0598059833
4076,0.0464138555
4077,0.0478400706
4078,0.0510537032
4079,0.0678314455
4080,0.0663348776
4081,0.0622371919
4082,0.0598059833
4083,0.0536754625
4156,0.0490800082
4157,0.0559399396
4158,0.0507225442
4159,0.0321776556
4160,0.0378849609
4161,0.0408931227
4162,0.0426627574
4163,0.0553123536
4164,0.0652775191
4165,0.0490800082
4166,0.0395201518
4167,0.0395201518
4168,0.0358109477
4169,0.0394533428
4170,0.0408931227
4171,0.0625748637
4172,0.0490800082
4173,0.0559399396
4174,0.0532853791
4175,0.0507225442
4176,0.0321776556
4177,0.0358109477
4178,0.0378849609
4179,0.0408931227
4180,0.0426627574
4251,0.0622933634
4252,0.0559357981
4253,0.0544225595
4254,0.0552078921
4255,0.05742082
4256,0.0344049555
4257,0.0516816577
4258,0.045689924
4259,0.0553123536
4260,0.0553123536
4261,0.0553229613
4262,0.0559357981
4263,0.0505451855
4264,0.0608438757
4265,0.05742082
4266,0.0436170916
4267,0.0390123029
4268,0.0516816577
4269,0.0622933634
4270,0.0559357981
4271,0.0544225595
4272,0.0552078921
4273,0.05742082
4274,0.0344049555
4275,0.0516816577
4276,0.045689924
4350,0.0441276186
4351,0.0458877193
4352,0.0579455279
4353,0.0495902193
4354,0.0498530595
4355,0.049855385
4356,0.0447463228
4357,0.0472050964
4358,0.0553123536
4359,0.0553123536
4360,0.0436562944
4361,0.0458877193
4362,0.0506602077
4363,0.0494415026
4364,0.0498530595
4365,0.0502745832
4366,0.0466026086
4367,0.0447463228
4368,0.0441276186
4369,0.0458877193
4370,0.0579455279
4371,0.0495902193
4372,0.0498530595
4373,0.049855385
4374,0.0447463228
4375,0.0472050964
4441,0.046910415
4442,0.0516596074
4443,0.0548807918
4444,0.054714083
4445,0.0502785179
4446,0.0423471678
4447,0.0393891039
4448,0.0511385156
4449,0.0553123536
4450,0.0553123536
4451,0.0482141549
4452,0.0516596074
4453,0.0528295338
4454,0.057627056
4455,0.0502785179
4456,0.0419864894
4457,0.0431450821
4458,0.0393891039
4459,0.046910415
4460,0.0516596074
4461,0.0548807918
4462,0.054714083
4463,0.0502785179
4464,0.0423471678
4465,0.0393891039
4466,0.0511385156
4536,0.0684428872
4537,0.052401316
4538,0.0472966688
4539,0.0671834796
4540,0.0710168276
4541,0.0687497694
4542,0.0690315914
4543,0.0459564159
4544,0.0634443793
4545,0.052401316
4546,0.0464925399
4547,0.0726341627
4548,0.0710168276
4549,0.0701809727
4550,0.0683760993
4551,0.0690315914
4552,0.0684428872
4553,0.052401316
4554,0.0472966688
4555,0.0671834796
4556,0.0710168276
4557,0.0687497694
4558,0.0690315914
4559,0.0459564159
4637,0.0483056408
4638,0.0509225744
4639,0.0522308198
4640,0.0463013869
4641,0.0443332008
4642,0.0449804676
4643,0.0454754569
4644,0.0596312393
4645,0.0553123536
4646,0.0553123536
4647,0.0504361721
4648,0.0509225744
4649,0.052564235
4650,0.0463013869
4651,0.0443332008
4652,0.0443332008
4653,0.0441918915
4654,0.0454754569
4655,0.0466846447
4656,0.0483056408
4657,0.0509225744
4658,0.0522308198
4659,0.0491844494
4660,0.0463013869
4661,0.0443332008
4662,0.0450897598
4663,0.0449804676
4664,0.0454754569
4665,0.0596312393
4738,0.0821546694
4739,0.0806716141
4740,0.0669896821
4741,0.0889862538
4742,0.0651445628
4743,0.0632296851
4744,0.0487719242
4745,0.0383497488
4746,0.0553123536
4747,0.0553123536
4748,0.0823582122
4749,0.0806716141
4750,0.0803444312
4751,0.0651445628
4752,0.0539423333
4753,0.0487719242
4754,0.0821546694
4755,0.0806716141
4756,0.0669896821
4757,0.0889862538
4758,0.0651445628
4759,0.0632296851
4760,0.0487719242
4761,0.0383497488
4834,0.0358552912
4835,0.059610714
4836,0.0658135168
4837,0.059429219
4838,0.0757858065
4839,0.0620011534
4840,0.0595367641
4841,0.0553123536
4842,0.0291017984
4843,0.0358552912
4844,0.0665978804
4845,0.0665978804
4846,0.0682923867
4847,0.0749290611
4848,0.0620011534
4849,0.0311730301
4850,0.0358552912
4851,0.059610714
4852,0.055408297
4853,0.0658135168
4854,0.059429219
4855,0.0682923867
4856,0.0757858065
4857,0.0620011534
4858,0.0595367641
4928,0.0548873337
4929,0.0561442058
4930,0.0615838192
4931,0.0859545785
4932,0.0951385189
4933,0.078466537
4934,0.0708531031
4935,0.0453992954
4936,0.0553123536
4937,0.0553123536
4938,0.0551982688
4939,0.0561442058
4940,0.0595997081
4941,0.0885943354
4942,0.0951385189
4943,0.089106566
4944,0.0759602104
4945,0.0708531031
4946,0.0548873337
4947,0.0561442058
4948,0.0615838192
4949,0.0859545785
4950,0.0951385189
4951,0.078466537
4952,0.0708531031
4953,0.0453992954
5027,0.0373407698
5028,0.0474793925
5029,0.0657250558
5030,0.084734315
5031,0.0809133113
5032,0.0576870397
5033,0.0377987434
5034,0.0535646013
5035,0.0553123536
5036,0.0553123536
5037,0.0430121749
5038,0.0474793925
5039,0.0567292637
5040,0.080910394
5041,0.0809133113
5042,0.0687794986
5043,0.046441084
5044,0.0377987434
5045,0.0373407698
5046,0.0474793925
5047,0.0657250558
5048,0.084734315
5049,0.0809133113
5050,0.0576870397
5051,0.0377987434
5052,0.0535646013
5118,0.0596092955
5119,0.0569586376
5120,0.0730495519
5121,0.0714008361
5122,0.0620415617
5123,0.0560298991
5124,0.0638986517
5125,0.0540152028
5126,0.0553123536
5127,0.0553123536
5128,0.0570490268
5129,0.0569586376
5130,0.0649071915
5131,0.0623150753
5132,0.0620415617
5133,0.0621900985
5134,0.0591729294
5135,0.0638986517
5136,0.0596092955
5137,0.0569586376
5138,0.0730495519
5139,0.0714008361
5140,0.0620415617
5141,0.0560298991
5142,0.0638986517
5143,0.0540152028
5217,0.0462981168
5218,0.0506798441
5219,0.0604515455
5220,0.0632974367
5221,0.0615340456
5222,0.0503885594
5223,0.0525655658
5224,0.0457715826
5225,0.0553123536
5226,0.0553123536
5227,0.0449401389
5228,0.0506798441
5229,0.059761878
5230,0.0626139909
5231,0.0615340456
5232,0.0569580773
5233,0.0494732276
5234,0.0525655658
5235,0.0462981168
5236,0.0506798441
5237,0.0604515455
5238,0.0632974367
5239,0.0615340456
5240,0.0503885594
5241,0.0525655658
5242,0.0457715826
5320,0.0390833461
5321,0.0351414211
5322,0.0464805364
5323,0.0625069551
5324,0.0620350153
5325,0.0425829675
5326,0.0489515061
5327,0.0516426235
5328,0.0553123536
5329,0.0553123536
5330,0.0336104664
5331,0.0351414211
5332,0.0454020215
5333,0.0625069551
5334,0.0620350153
5335,0.0620350153
5336,0.0428078124
5337,0.0489515061
5338,0.0494923919
5339,0.0390833461
5340,0.0351414211
5341,0.0464805364
5342,0.0513193375
5343,0.0625069551
5344,0.0620350153
