"Date.Time","Year","Month","Day","Time","Temperature.in.Celsius","Dew.Point.Temperature.in.Celsius","Relative.Humidity.in.Percent","Wind.Direction.in.Degrees","Wind.Speed.km.per.h","Visibility.in.km","Station.Pressure.in.kPa","Weather","Hour"
"2016-08-03 01:00:00",2016,8,3,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-03 02:00:00",2016,8,3,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-03 03:00:00",2016,8,3,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-03 04:00:00",2016,8,3,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-03 05:00:00",2016,8,3,"05:00",14.1,11.5,84,240,9,24.1,102.4,"",5
"2016-08-03 06:00:00",2016,8,3,"06:00",13.6,11.3,86,230,12,24.1,102.46,"",6
"2016-08-03 07:00:00",2016,8,3,"07:00",13.8,11.4,85,220,9,24.1,102.48,"Mostly Cloudy",7
"2016-08-03 08:00:00",2016,8,3,"08:00",14.4,11.4,82,200,7,24.1,102.49,"",8
"2016-08-03 09:00:00",2016,8,3,"09:00",14.6,11.4,81,210,6,24.1,102.5,"",9
"2016-08-03 10:00:00",2016,8,3,"10:00",15,11.6,80,220,5,24.1,102.53,"Mainly Clear",10
"2016-08-03 11:00:00",2016,8,3,"11:00",15,11.8,81,230,8,24.1,102.55,"",11
"2016-08-03 12:00:00",2016,8,3,"12:00",16.5,11.5,72,200,10,24.1,102.54,"",12
"2016-08-03 13:00:00",2016,8,3,"13:00",16.9,11.7,71,180,9,24.1,102.53,"Mainly Clear",13
"2016-08-03 14:00:00",2016,8,3,"14:00",17,11.6,70,180,13,24.1,102.52,"",14
"2016-08-03 15:00:00",2016,8,3,"15:00",15.9,11.9,77,200,9,24.1,102.49,"",15
"2016-08-03 16:00:00",2016,8,3,"16:00",14.4,12.3,87,230,11,24.1,102.44,"Mainly Clear",16
"2016-08-03 17:00:00",2016,8,3,"17:00",14.4,12.3,87,230,8,24.1,102.38,"",17
"2016-08-03 18:00:00",2016,8,3,"18:00",16,12,77,220,7,24.1,102.33,"",18
"2016-08-03 19:00:00",2016,8,3,"19:00",15.5,11.5,77,230,7,24.1,102.27,"Mainly Clear",19
"2016-08-03 20:00:00",2016,8,3,"20:00",15.8,11.8,77,360,1,24.1,102.24,"",20
"2016-08-03 21:00:00",2016,8,3,"21:00",NA,NA,NA,NA,NA,NA,NA,"",21
"2016-08-03 22:00:00",2016,8,3,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2016-08-03 23:00:00",2016,8,3,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2016-08-04 00:00:00",2016,8,4,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2016-08-04 01:00:00",2016,8,4,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-04 02:00:00",2016,8,4,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-04 03:00:00",2016,8,4,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-04 04:00:00",2016,8,4,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-04 05:00:00",2016,8,4,"05:00",12.6,11.4,92,250,4,24.1,102.07,"",5
"2016-08-04 06:00:00",2016,8,4,"06:00",13.3,11.5,89,250,4,24.1,102.06,"",6
"2016-08-04 07:00:00",2016,8,4,"07:00",14.2,11.9,86,360,1,24.1,102.04,"Clear",7
"2016-08-04 08:00:00",2016,8,4,"08:00",16.6,12.6,77,360,2,24.1,102.01,"",8
"2016-08-04 09:00:00",2016,8,4,"09:00",19.3,12.9,66,40,14,24.1,101.97,"",9
"2016-08-04 10:00:00",2016,8,4,"10:00",20,13.1,64,50,11,24.1,101.93,"Clear",10
"2016-08-04 11:00:00",2016,8,4,"11:00",20.2,13.3,64,40,9,24.1,101.89,"",11
"2016-08-04 12:00:00",2016,8,4,"12:00",19.5,13.1,66,310,6,24.1,101.84,"",12
"2016-08-04 13:00:00",2016,8,4,"13:00",16.8,12.6,76,220,7,24.1,101.78,"Mainly Clear",13
"2016-08-04 14:00:00",2016,8,4,"14:00",17.2,12.8,75,230,9,24.1,101.71,"",14
"2016-08-04 15:00:00",2016,8,4,"15:00",15.8,12.6,81,230,12,24.1,101.65,"",15
"2016-08-04 16:00:00",2016,8,4,"16:00",17,13,77,240,12,24.1,101.57,"Clear",16
"2016-08-04 17:00:00",2016,8,4,"17:00",16.8,12.4,75,220,14,24.1,101.52,"",17
"2016-08-04 18:00:00",2016,8,4,"18:00",17.5,12.9,74,220,4,24.1,101.45,"",18
"2016-08-04 19:00:00",2016,8,4,"19:00",18.9,12.3,65,220,14,24.1,101.4,"Clear",19
"2016-08-04 20:00:00",2016,8,4,"20:00",16.7,11.5,71,210,12,24.1,101.37,"",20
"2016-08-04 21:00:00",2016,8,4,"21:00",NA,NA,NA,NA,NA,NA,NA,"",21
"2016-08-04 22:00:00",2016,8,4,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2016-08-04 23:00:00",2016,8,4,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2016-08-05 00:00:00",2016,8,5,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2016-08-05 01:00:00",2016,8,5,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-05 02:00:00",2016,8,5,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-05 03:00:00",2016,8,5,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-05 04:00:00",2016,8,5,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-05 05:00:00",2016,8,5,"05:00",11.8,10.4,91,170,5,24.1,101.26,"",5
"2016-08-05 06:00:00",2016,8,5,"06:00",12.2,10.8,91,360,1,24.1,101.26,"",6
"2016-08-05 07:00:00",2016,8,5,"07:00",13.9,10.9,82,360,3,24.1,101.29,"Clear",7
"2016-08-05 08:00:00",2016,8,5,"08:00",14.2,10.7,79,180,9,24.1,101.29,"",8
"2016-08-05 09:00:00",2016,8,5,"09:00",13.8,10.6,81,190,13,24.1,101.31,"",9
"2016-08-05 10:00:00",2016,8,5,"10:00",16.4,10.1,66,220,18,24.1,101.31,"Clear",10
"2016-08-05 11:00:00",2016,8,5,"11:00",17.2,9.9,62,180,16,24.1,101.32,"",11
"2016-08-05 12:00:00",2016,8,5,"12:00",18.5,9.4,55,240,21,24.1,101.28,"",12
"2016-08-05 13:00:00",2016,8,5,"13:00",19.3,8.1,48,260,35,24.1,101.28,"Clear",13
"2016-08-05 14:00:00",2016,8,5,"14:00",19,7.9,48,250,29,24.1,101.26,"",14
"2016-08-05 15:00:00",2016,8,5,"15:00",19.7,6.9,43,260,28,24.1,101.26,"",15
"2016-08-05 16:00:00",2016,8,5,"16:00",19.3,7.5,46,250,32,24.1,101.29,"Clear",16
"2016-08-05 17:00:00",2016,8,5,"17:00",18.7,7.9,49,250,33,24.1,101.27,"",17
"2016-08-05 18:00:00",2016,8,5,"18:00",17.5,9,57,240,30,24.1,101.28,"",18
"2016-08-05 19:00:00",2016,8,5,"19:00",16,9.5,65,250,25,24.1,101.32,"Clear",19
"2016-08-05 20:00:00",2016,8,5,"20:00",15.2,9.8,70,240,20,24.1,101.36,"",20
"2016-08-05 21:00:00",2016,8,5,"21:00",NA,NA,NA,NA,NA,NA,NA,"",21
"2016-08-05 22:00:00",2016,8,5,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2016-08-05 23:00:00",2016,8,5,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2016-08-06 00:00:00",2016,8,6,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2016-08-06 01:00:00",2016,8,6,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-06 02:00:00",2016,8,6,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-06 03:00:00",2016,8,6,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-06 04:00:00",2016,8,6,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-06 05:00:00",2016,8,6,"05:00",14.1,10.2,77,240,14,24.1,101.43,"",5
"2016-08-06 06:00:00",2016,8,6,"06:00",12.4,10.5,88,180,19,32.2,101.44,"",6
"2016-08-06 07:00:00",2016,8,6,"07:00",13.3,11,86,170,14,24.1,101.48,"Mostly Cloudy",7
"2016-08-06 08:00:00",2016,8,6,"08:00",13.5,10.9,84,180,15,24.1,101.5,"",8
"2016-08-06 09:00:00",2016,8,6,"09:00",13.9,10.7,81,180,14,24.1,101.53,"",9
"2016-08-06 10:00:00",2016,8,6,"10:00",14.8,10.9,77,160,21,24.1,101.54,"Mostly Cloudy",10
"2016-08-06 11:00:00",2016,8,6,"11:00",15.8,11,73,160,14,24.1,101.5,"",11
"2016-08-06 12:00:00",2016,8,6,"12:00",16.4,10.6,68,120,17,24.1,101.5,"",12
"2016-08-06 13:00:00",2016,8,6,"13:00",16.8,10.3,65,150,17,24.1,101.5,"Mostly Cloudy",13
"2016-08-06 14:00:00",2016,8,6,"14:00",15,10.7,75,180,12,24.1,101.49,"",14
"2016-08-06 15:00:00",2016,8,6,"15:00",14.8,11.8,82,190,11,24.1,101.45,"",15
"2016-08-06 16:00:00",2016,8,6,"16:00",15.2,11.4,78,210,19,24.1,101.4,"Mostly Cloudy",16
"2016-08-06 17:00:00",2016,8,6,"17:00",13.6,11.2,85,230,17,24.1,101.34,"",17
"2016-08-06 18:00:00",2016,8,6,"18:00",13.7,11.6,87,230,15,24.1,101.3,"",18
"2016-08-06 19:00:00",2016,8,6,"19:00",14,11,82,230,17,24.1,101.3,"Mostly Cloudy",19
"2016-08-06 20:00:00",2016,8,6,"20:00",13.5,11.2,86,220,10,24.1,101.31,"",20
"2016-08-06 21:00:00",2016,8,6,"21:00",NA,NA,NA,NA,NA,NA,NA,"",21
"2016-08-06 22:00:00",2016,8,6,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2016-08-06 23:00:00",2016,8,6,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2016-08-07 00:00:00",2016,8,7,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2016-08-07 01:00:00",2016,8,7,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-07 02:00:00",2016,8,7,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-07 03:00:00",2016,8,7,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-07 04:00:00",2016,8,7,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-07 05:00:00",2016,8,7,"05:00",13.5,10.9,84,360,2,24.1,101.2,"",5
"2016-08-07 06:00:00",2016,8,7,"06:00",14.3,11.5,83,360,2,24.1,101.21,"",6
"2016-08-07 07:00:00",2016,8,7,"07:00",15.1,11.3,78,170,7,24.1,101.22,"Mostly Cloudy",7
"2016-08-07 08:00:00",2016,8,7,"08:00",14.7,11.3,80,210,3,24.1,101.23,"",8
"2016-08-07 09:00:00",2016,8,7,"09:00",13.3,11.7,90,210,4,24.1,101.27,"",9
"2016-08-07 10:00:00",2016,8,7,"10:00",13.5,11.6,88,230,10,24.1,101.31,"Cloudy",10
"2016-08-07 11:00:00",2016,8,7,"11:00",13.3,11.9,91,220,12,16.1,101.33,"Rain Showers",11
"2016-08-07 12:00:00",2016,8,7,"12:00",14.9,12.1,83,210,10,24.1,101.33,"",12
"2016-08-07 13:00:00",2016,8,7,"13:00",15.1,11.7,80,200,14,24.1,101.33,"Mostly Cloudy",13
"2016-08-07 14:00:00",2016,8,7,"14:00",16,11.6,75,210,14,24.1,101.32,"",14
"2016-08-07 15:00:00",2016,8,7,"15:00",16.4,11.4,72,200,18,24.1,101.31,"",15
"2016-08-07 16:00:00",2016,8,7,"16:00",14.6,11.6,82,200,21,24.1,101.3,"Mostly Cloudy",16
"2016-08-07 17:00:00",2016,8,7,"17:00",13.7,11.4,86,210,18,24.1,101.27,"",17
"2016-08-07 18:00:00",2016,8,7,"18:00",13.9,11.1,83,230,17,24.1,101.26,"",18
"2016-08-07 19:00:00",2016,8,7,"19:00",13.7,11.3,85,230,13,32.2,101.3,"Mainly Clear",19
"2016-08-07 20:00:00",2016,8,7,"20:00",13.5,11.1,85,210,10,24.1,101.35,"",20
"2016-08-07 21:00:00",2016,8,7,"21:00",NA,NA,NA,NA,NA,NA,NA,"",21
"2016-08-07 22:00:00",2016,8,7,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2016-08-07 23:00:00",2016,8,7,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2016-08-08 00:00:00",2016,8,8,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2016-08-08 01:00:00",2016,8,8,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-08 02:00:00",2016,8,8,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-08 03:00:00",2016,8,8,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-08 04:00:00",2016,8,8,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-08 05:00:00",2016,8,8,"05:00",13.3,11.7,90,230,10,24.1,101.41,"",5
"2016-08-08 06:00:00",2016,8,8,"06:00",13.7,11.9,89,150,3,24.1,101.41,"",6
"2016-08-08 07:00:00",2016,8,8,"07:00",14,12.1,88,200,4,24.1,101.45,"Mostly Cloudy",7
"2016-08-08 08:00:00",2016,8,8,"08:00",14,12.1,88,220,11,24.1,101.46,"",8
"2016-08-08 09:00:00",2016,8,8,"09:00",14.4,12.1,86,230,12,24.1,101.47,"",9
"2016-08-08 10:00:00",2016,8,8,"10:00",16.5,12.1,75,200,9,24.1,101.48,"Mostly Cloudy",10
"2016-08-08 11:00:00",2016,8,8,"11:00",16.3,11.9,75,210,16,24.1,101.5,"",11
"2016-08-08 12:00:00",2016,8,8,"12:00",16.4,12,75,220,17,24.1,101.49,"",12
"2016-08-08 13:00:00",2016,8,8,"13:00",18,11.6,66,210,12,24.1,101.47,"Mainly Clear",13
"2016-08-08 14:00:00",2016,8,8,"14:00",18.5,11.7,64,210,11,24.1,101.46,"",14
"2016-08-08 15:00:00",2016,8,8,"15:00",19.2,11.6,61,210,15,24.1,101.45,"",15
"2016-08-08 16:00:00",2016,8,8,"16:00",16.6,11.2,70,230,19,24.1,101.42,"Mostly Cloudy",16
"2016-08-08 17:00:00",2016,8,8,"17:00",17.3,11.8,70,230,10,24.1,101.43,"",17
"2016-08-08 18:00:00",2016,8,8,"18:00",16.8,11.6,71,240,15,24.1,101.4,"",18
"2016-08-08 19:00:00",2016,8,8,"19:00",17.9,11.8,67,250,15,24.1,101.41,"Mostly Cloudy",19
"2016-08-08 20:00:00",2016,8,8,"20:00",18.3,11.7,65,260,13,24.1,101.43,"",20
"2016-08-08 21:00:00",2016,8,8,"21:00",NA,NA,NA,NA,NA,NA,NA,"",21
"2016-08-08 22:00:00",2016,8,8,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2016-08-08 23:00:00",2016,8,8,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2016-08-09 00:00:00",2016,8,9,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2016-08-09 01:00:00",2016,8,9,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-09 02:00:00",2016,8,9,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-09 03:00:00",2016,8,9,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-09 04:00:00",2016,8,9,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-09 05:00:00",2016,8,9,"05:00",14.7,12.6,87,140,3,24.1,101.48,"",5
"2016-08-09 06:00:00",2016,8,9,"06:00",14.5,12.2,86,160,5,24.1,101.52,"",6
"2016-08-09 07:00:00",2016,8,9,"07:00",13.9,11.8,87,160,8,24.1,101.54,"Cloudy",7
"2016-08-09 08:00:00",2016,8,9,"08:00",14.5,11.9,84,200,10,24.1,101.54,"",8
"2016-08-09 09:00:00",2016,8,9,"09:00",13.3,11.9,91,210,10,24.1,101.55,"",9
"2016-08-09 10:00:00",2016,8,9,"10:00",15.3,12.1,81,200,12,24.1,101.55,"Mostly Cloudy",10
"2016-08-09 11:00:00",2016,8,9,"11:00",16.2,12,76,200,12,24.1,101.57,"",11
"2016-08-09 12:00:00",2016,8,9,"12:00",16,12,77,210,19,24.1,101.59,"",12
"2016-08-09 13:00:00",2016,8,9,"13:00",17.1,12.5,74,200,17,24.1,101.61,"Cloudy",13
"2016-08-09 14:00:00",2016,8,9,"14:00",16.8,12.4,75,200,15,24.1,101.61,"",14
"2016-08-09 15:00:00",2016,8,9,"15:00",15.9,12.1,78,170,12,24.1,101.61,"",15
"2016-08-09 16:00:00",2016,8,9,"16:00",15.5,12.1,80,180,12,24.1,101.58,"Cloudy",16
"2016-08-09 17:00:00",2016,8,9,"17:00",14.3,12,86,200,21,24.1,101.58,"",17
"2016-08-09 18:00:00",2016,8,9,"18:00",14.3,11.8,85,190,14,24.1,101.57,"",18
"2016-08-09 19:00:00",2016,8,9,"19:00",14.8,12.3,85,210,9,24.1,101.58,"Mostly Cloudy",19
"2016-08-09 20:00:00",2016,8,9,"20:00",16.6,12.2,75,240,18,24.1,101.61,"",20
"2016-08-09 21:00:00",2016,8,9,"21:00",NA,NA,NA,NA,NA,NA,NA,"",21
"2016-08-09 22:00:00",2016,8,9,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2016-08-09 23:00:00",2016,8,9,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2016-08-10 00:00:00",2016,8,10,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2016-08-10 01:00:00",2016,8,10,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-10 02:00:00",2016,8,10,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-10 03:00:00",2016,8,10,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-10 04:00:00",2016,8,10,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-10 05:00:00",2016,8,10,"05:00",15.1,13.2,88,0,1,16.1,101.79,"Rain",5
"2016-08-10 06:00:00",2016,8,10,"06:00",15.3,14,92,280,4,4.8,101.84,"Rain,Fog",6
"2016-08-10 07:00:00",2016,8,10,"07:00",14,13.4,96,360,2,16.1,101.85,"Cloudy",7
"2016-08-10 08:00:00",2016,8,10,"08:00",13.4,12.6,95,220,7,16.1,101.86,"",8
"2016-08-10 09:00:00",2016,8,10,"09:00",14.4,13,91,230,5,24.1,101.86,"",9
"2016-08-10 10:00:00",2016,8,10,"10:00",15.3,13.5,89,190,4,24.1,101.89,"Mostly Cloudy",10
"2016-08-10 11:00:00",2016,8,10,"11:00",16.4,13.2,81,180,5,24.1,101.94,"",11
"2016-08-10 12:00:00",2016,8,10,"12:00",16.6,13,79,210,8,24.1,101.94,"",12
"2016-08-10 13:00:00",2016,8,10,"13:00",16.3,13.1,81,220,13,24.1,101.93,"Mainly Clear",13
"2016-08-10 14:00:00",2016,8,10,"14:00",16.4,13.2,81,220,13,24.1,101.91,"",14
"2016-08-10 15:00:00",2016,8,10,"15:00",16.3,13.1,81,230,12,24.1,101.91,"",15
"2016-08-10 16:00:00",2016,8,10,"16:00",16,12.6,80,210,12,24.1,101.89,"Mainly Clear",16
"2016-08-10 17:00:00",2016,8,10,"17:00",17,13,77,220,11,24.1,101.86,"",17
"2016-08-10 18:00:00",2016,8,10,"18:00",16.8,13,78,220,8,24.1,101.87,"",18
"2016-08-10 19:00:00",2016,8,10,"19:00",16.4,12.8,79,220,10,24.1,101.85,"Mainly Clear",19
"2016-08-10 20:00:00",2016,8,10,"20:00",15,12.5,85,210,7,24.1,101.89,"",20
"2016-08-10 21:00:00",2016,8,10,"21:00",NA,NA,NA,NA,NA,NA,NA,"",21
"2016-08-10 22:00:00",2016,8,10,"22:00",NA,NA,NA,NA,NA,NA,NA,"",22
"2016-08-10 23:00:00",2016,8,10,"23:00",NA,NA,NA,NA,NA,NA,NA,"",23
"2016-08-11 00:00:00",2016,8,11,"00:00",NA,NA,NA,NA,NA,NA,NA,"",0
"2016-08-11 01:00:00",2016,8,11,"01:00",NA,NA,NA,NA,NA,NA,NA,"",1
"2016-08-11 02:00:00",2016,8,11,"02:00",NA,NA,NA,NA,NA,NA,NA,"",2
"2016-08-11 03:00:00",2016,8,11,"03:00",NA,NA,NA,NA,NA,NA,NA,"",3
"2016-08-11 04:00:00",2016,8,11,"04:00",NA,NA,NA,NA,NA,NA,NA,"",4
"2016-08-11 05:00:00",2016,8,11,"05:00",13.1,12,93,360,2,24.1,102.03,"",5
"2016-08-11 06:00:00",2016,8,11,"06:00",12.9,12,94,360,1,24.1,102.07,"",6
"2016-08-11 07:00:00",2016,8,11,"07:00",14.4,12.8,90,360,1,24.1,102.1,"Clear",7
"2016-08-11 08:00:00",2016,8,11,"08:00",13.9,12,88,220,8,24.1,102.12,"",8
"2016-08-11 09:00:00",2016,8,11,"09:00",14.6,12.7,88,220,8,24.1,102.12,"",9
"2016-08-11 10:00:00",2016,8,11,"10:00",14.5,12.7,89,230,9,24.1,102.13,"Clear",10
"2016-08-11 11:00:00",2016,8,11,"11:00",15.2,13.3,88,240,10,24.1,102.13,"",11
"2016-08-11 12:00:00",2016,8,11,"12:00",16.2,13.7,85,230,13,24.1,102.1,"",12
"2016-08-11 13:00:00",2016,8,11,"13:00",17,13.2,78,220,14,24.1,102.06,"Clear",13
"2016-08-11 14:00:00",2016,8,11,"14:00",16.4,13.4,82,230,14,24.1,102.03,"",14
"2016-08-11 15:00:00",2016,8,11,"15:00",16.6,13.6,82,230,13,24.1,101.98,"",15
"2016-08-11 16:00:00",2016,8,11,"16:00",18,13.8,76,220,10,24.1,101.95,"Clear",16
"2016-08-11 17:00:00",2016,8,11,"17:00",17.8,13.8,77,230,8,24.1,101.91,"",17
"2016-08-11 18:00:00",2016,8,11,"18:00",19.3,13.6,69,230,10,24.1,101.89,"",18
"2016-08-11 19:00:00",2016,8,11,"19:00",18,13.6,75,0,1,24.1,101.87,"Clear",19
